Lon,Lat,PermitCount,Intensity
140.875,-37.850000000000016,1,1.0399084956375375
140.875,-36.65000000000003,1,1.5618078790581218
140.95000000000002,-38.000000000000014,2,2.812216219248241
140.95000000000002,-37.70000000000002,1,1.8692099916702791
141.025,-37.55000000000002,1,1.1083281083826777
141.025,-37.25000000000002,2,2.8239917091150932
141.025,-36.950000000000024,3,3.2160676527292567
140.95000000000002,-36.800000000000026,1,1.6349027926822304
141.025,-35.15000000000004,1,1.3041557331092248
140.95000000000002,-35.00000000000004,2,2.134948732828187
141.10000000000002,-37.10000000000002,2,2.5059065275665735
141.175,-36.35000000000003,1,1.6561636620332219
141.10000000000002,-34.700000000000045,1,1.3991087327144303
141.25000000000003,-37.10000000000002,1,1.5001381468110488
141.32500000000002,-36.950000000000024,1,1.3577419108672253
141.25000000000003,-34.10000000000005,2,2.0243446326180603
141.40000000000003,-37.10000000000002,1,1.223244825271613
141.40000000000003,-36.800000000000026,2,2.898209696952486
141.47500000000002,-36.65000000000003,1,1.488317318880305
141.40000000000003,-35.30000000000004,1,1.6934817854012694
141.40000000000003,-34.10000000000005,1,1.191923939619127
141.55000000000004,-37.40000000000002,3,3.4039505887122097
141.85000000000005,-36.800000000000026,1,1.3648227688445216
141.92500000000004,-36.35000000000003,1,1.964231093827156
141.92500000000004,-36.05000000000003,1,1.6037553332016046
141.85000000000005,-34.40000000000005,1,1.3644329672920903
142.00000000000006,-37.40000000000002,2,2.864526394619678
142.00000000000006,-37.10000000000002,3,3.811204050146161
142.07500000000005,-36.950000000000024,2,2.283371748589202
142.00000000000006,-36.20000000000003,2,2.8281869696461417
142.07500000000005,-34.25000000000005,3,3.268216675545168
142.22500000000005,-36.950000000000024,2,2.4577126388975468
142.22500000000005,-35.15000000000004,2,2.703825448624257
142.22500000000005,-34.25000000000005,3,3.613860137051865
142.15000000000006,-34.10000000000005,7,7.627869644964736
142.37500000000006,-37.25000000000002,1,1.0509470052088865
142.37500000000006,-36.950000000000024,1,1.9607882196951263
142.30000000000007,-36.800000000000026,1,1.5951517423345156
142.30000000000007,-34.40000000000005,3,3.894242669173156
142.45000000000007,-38.30000000000001,1,1.4099367320197977
142.52500000000006,-38.15000000000001,1,1.6394353615793782
142.52500000000006,-37.55000000000002,3,3.305083909381418
142.45000000000007,-36.50000000000003,1,1.032814207854854
142.45000000000007,-34.700000000000045,1,1.6137322220840011
142.45000000000007,-34.40000000000005,1,1.1917042380691518
142.67500000000007,-38.15000000000001,1,1.1810379555320987
142.60000000000008,-37.70000000000002,4,4.454293315799575
142.67500000000007,-37.55000000000002,1,1.4341801120138076
142.60000000000008,-37.10000000000002,1,1.1943791833020432
142.60000000000008,-36.50000000000003,1,1.4220718384982889
142.67500000000007,-34.850000000000044,1,1.8455193743799132
142.75000000000009,-38.30000000000001,2,2.9366854583654796
142.82500000000007,-37.55000000000002,1,1.5862348583975825
142.82500000000007,-36.65000000000003,1,1.996466226502281
142.82500000000007,-35.45000000000004,1,1.9491452961646063
142.82500000000007,-34.55000000000005,1,1.6659237359825352
142.97500000000008,-37.55000000000002,1,1.9558570780376598
142.9000000000001,-37.10000000000002,1,1.6268283610358938
142.97500000000008,-36.950000000000024,2,2.667905402075606
142.9000000000001,-36.50000000000003,1,1.874078662501118
142.9000000000001,-35.60000000000004,1,1.7143556121701424
142.97500000000008,-34.850000000000044,1,1.728892170114294
142.9000000000001,-34.700000000000045,1,1.763560356780709
143.12500000000009,-37.25000000000002,1,1.9619429425705937
143.0500000000001,-36.800000000000026,1,1.3579900380112613
143.0500000000001,-36.50000000000003,1,1.3889562264648045
143.0500000000001,-35.00000000000004,1,1.2187361019136038
143.2000000000001,-38.60000000000001,5,5.294220162434115
143.2750000000001,-36.950000000000024,2,2.444921296196717
143.2000000000001,-34.700000000000045,1,1.0471251503603636
143.3500000000001,-38.60000000000001,1,1.8477561880092934
143.4250000000001,-38.45000000000001,1,1.813239370445512
143.3500000000001,-38.000000000000014,3,3.1885992710015936
143.4250000000001,-37.850000000000016,2,2.7448574668158443
143.4250000000001,-36.950000000000024,1,1.3877498821252903
143.4250000000001,-36.35000000000003,1,1.1354081345978582
143.3500000000001,-35.00000000000004,1,1.9731977128379135
143.5750000000001,-38.45000000000001,1,1.0084980094535396
143.5750000000001,-37.25000000000002,2,2.2162630221855624
143.5750000000001,-36.950000000000024,1,1.2174245200697942
143.5000000000001,-36.800000000000026,1,1.1470230913739925
143.5750000000001,-36.65000000000003,2,2.4753607623310643
143.5750000000001,-35.750000000000036,1,1.5365302028581245
143.5750000000001,-35.45000000000004,5,5.248412390879692
143.5000000000001,-35.30000000000004,3,3.5740838705532796
143.7250000000001,-38.45000000000001,2,2.7258629870086497
143.7250000000001,-36.65000000000003,1,1.467583824815501
143.65000000000012,-36.20000000000003,1,1.8085156296430527
143.7250000000001,-36.05000000000003,1,1.5523759335623502
